,회사명,KCGS_종합등급,KCGS_환경,KCGS_사회,KCGS_지배구조,한국ESG연구소,Moody's,MSCI,S&P,연도
2545,태원물산,C,C,C,B,-,-,-,-,2021
2546,태원물산,D,D,D,D,-,-,-,-,2022
2547,태원물산,D,D,D,D,-,-,-,-,2023
2548,태평양물산,C,D,B+,B,-,-,-,-,2020
2549,태평양물산,B,C,B+,B,-,-,-,-,2021
2550,태평양물산,C,D,B,D,-,-,-,8,2022
2551,태평양물산,C,D,B,D,-,-,-,8,2023
2552,테이팩스,B+,B+,B+,B,-,-,-,-,2020
2553,테이팩스,B+,B+,B+,B+,-,-,-,-,2021
2554,테이팩스,B+,B,A,B,-,-,-,-,2022
2555,테이팩스,B+,B,A,B,-,-,-,-,2023
2556,텔코웨어,B,D,B,B,-,-,-,-,2020
2557,텔코웨어,C,D,C,B,-,-,-,-,2021
2558,텔코웨어,D,D,D,C,-,-,-,-,2022
2559,텔코웨어,D,D,D,C,-,-,-,-,2023
2560,토니모리,C,D,C,B+,-,-,-,-,2020
2561,토니모리,C,D,C,B+,-,-,-,-,2021
2562,토니모리,C,D,C,B+,-,-,-,-,2021
2563,토니모리,C,D,D,B+,-,-,-,-,2022
2564,토니모리,C,D,D,B+,-,-,-,-,2023
2565,티비에이치글로벌,B,C,B,B+,-,-,-,-,2020
2566,티비에이치글로벌,B,D,B+,B+,-,-,-,-,2021
2567,티비에이치글로벌,D,D,D,C,-,-,-,-,2022
2568,티비에이치글로벌,D,D,D,C,-,-,-,-,2023
2569,티에이치엔,B,B,B,B,-,-,-,-,2020
2570,티에이치엔,B,C,B,B+,-,-,-,-,2021
2571,티에이치엔,D,D,C,D,-,-,-,-,2022
2572,티에이치엔,D,D,C,D,-,-,-,-,2023
2573,티와이홀딩스,-,-,-,-,-,-,-,-,2020
2574,티와이홀딩스,-,-,-,-,-,-,-,-,2021
2575,티와이홀딩스,B+,B+,B,B+,-,-,-,-,2022
2576,티와이홀딩스,B+,B+,B,B+,-,-,-,-,2023
2577,티웨이항공,B,C,B,B,-,-,-,-,2020
2578,티웨이항공,B,C,B+,B,-,-,-,-,2021
2579,티웨이항공,C,D,C,B,-,-,-,-,2022
2580,티웨이항공,C,D,C,B,-,-,-,-,2023
2581,티웨이홀딩스,C,D,B,C,-,-,-,-,2020
2582,티웨이홀딩스,C,D,D,B,-,-,-,-,2021
2583,티웨이홀딩스,D,D,C,D,-,-,-,-,2022
2584,티웨이홀딩스,D,D,C,D,-,-,-,-,2023
2585,티케이지휴켐스,C,B,B+,C,-,-,-,-,2020
2586,티케이지휴켐스,B+,B,A,B+,A,-,-,6,2021
2587,티케이지휴켐스,B,B,B+,B,B+,-,-,12,2022
2588,티케이지휴켐스,B,B,B+,B,A,-,-,12,2023
2589,파미셀,B,B,C,B,-,-,-,-,2020
2590,파미셀,B,C,B,B+,-,-,-,4,2021
2591,파미셀,D,D,D,D,-,-,-,6,2022
2592,파미셀,D,D,D,D,-,-,-,6,2023
2593,팜스코,B,D,B+,B+,-,-,-,-,2020
2594,팜스코,B+,B+,A,B+,-,-,-,-,2021
2595,팜스코,B,B,A,C,-,-,-,-,2022
2596,팜스코,B,B,A,C,-,-,-,-,2023
2597,팜젠사이언스,C,D,B,C,-,-,-,-,2020
2598,팜젠사이언스,C,D,C,C,-,-,-,-,2021
2599,팜젠사이언스,D,D,D,D,-,-,-,-,2022
2600,팜젠사이언스,D,D,D,D,-,-,-,-,2023
2601,팬오션,B+,B,B,A,-,-,B,-,2020
2602,팬오션,B,A,B+,C,B+,21,B,14,2022
2603,팬오션,B,A,B+,C,B,21,B,14,2023
2604,퍼스텍,C,B,B,C,-,-,-,-,2020
2605,퍼스텍,C,C,C,B,-,-,-,-,2021
2606,퍼스텍,D,D,D,C,-,-,-,-,2022
2607,퍼스텍,D,D,D,C,-,-,-,-,2023
2608,퍼시스,B,B,B,B,-,-,-,-,2020
2609,퍼시스,B,C,B+,B,-,-,-,-,2021
2610,퍼시스,D,D,C,D,-,-,-,-,2022
2611,퍼시스,D,D,C,D,-,-,-,-,2023
2612,페이퍼코리아,C,C,B,C,-,-,-,-,2020
2613,페이퍼코리아,B,B,C,B,-,-,-,-,2021
2614,페이퍼코리아,D,C,D,D,-,-,-,-,2022
2615,페이퍼코리아,D,C,D,D,-,-,-,-,2023
2616,평화산업,B,B,B,B,-,-,-,-,2020
2617,평화산업,B,B+,C,B+,-,-,-,-,2021
2618,평화산업,C,D,C,B,-,-,-,-,2022
2619,평화산업,C,D,C,B,-,-,-,-,2023
2620,평화홀딩스,B,C,B,B+,-,-,-,-,2020
2621,평화홀딩스,B,B+,C,B+,-,-,-,-,2021
2622,평화홀딩스,C,D,D,B+,-,-,-,-,2022
2623,평화홀딩스,C,D,D,B+,-,-,-,-,2023
2624,포스코스틸리온,A,B+,A+,B+,-,-,-,-,2020
2625,포스코스틸리온,A,A,A+,A,-,-,-,-,2021
2626,포스코스틸리온,A,B+,A+,B+,-,-,-,-,2022
2627,포스코스틸리온,A,B+,A+,B+,-,-,-,-,2023
2628,포스코인터내셔널,A+,A,A+,A+,-,-,B,-,2020
2629,포스코인터내셔널,A+,A,A+,A+,A,-,B,34,2021
2630,포스코인터내셔널,A,B+,A+,A,A,28,B,40,2022
2631,포스코인터내셔널,A,B+,A+,A,A,30,BB,40,2023
2632,포스코퓨처엠,A,A,A+,B+,-,-,B,-,2020
2633,포스코퓨처엠,A,A,A+,B+,A+,-,BBB,33,2021
2634,포스코퓨처엠,B+,B+,A,B,A+,15,A,52,2022
2635,포스코퓨처엠,B+,B+,A,B,A,15,A,52,2023
2636,풀무원,A+,A,A+,A+,-,-,-,-,2020
2637,풀무원,A+,A,A+,A+,-,-,-,62,2021
2638,풀무원,A,B+,A+,A,-,-,-,74,2022
2639,풀무원,A,B+,A+,A,-,-,-,74,2023
2640,풍산,B+,B+,A,B+,-,-,-,-,2020
2641,풍산,B+,B,A,A,A,-,-,6,2021
2642,풍산,B,C,B+,B+,B+,-,-,7,2022
2643,풍산,B,C,B+,B+,A,-,-,7,2023
2644,풍산홀딩스,B,B,B+,B,-,-,-,-,2020
2645,풍산홀딩스,B,D,A,B+,-,-,-,4,2021
2646,풍산홀딩스,B,C,B+,B+,-,-,-,4,2022
2647,풍산홀딩스,B,C,B+,B+,-,-,-,4,2023
2648,플레이그램,C,D,C,C,-,-,-,-,2020
2649,플레이그램,C,D,C,C,-,-,-,-,2021
2650,플레이그램,D,D,D,D,-,-,-,-,2022
2651,플레이그램,D,D,D,D,-,-,-,-,2023
2652,하나금융지주,A,A,A,A,-,-,BBB,-,2020
2653,하나금융지주,A,A,A+,A,B+,-,A,79,2021
2654,하나금융지주,A,A+,A+,A,A,37,AA,87,2022
2655,하나금융지주,A,A+,A+,A,A,38,AA,87,2023
2656,하나제약,B,D,B,B+,-,-,-,-,2020
2657,하나제약,B,D,B,B+,-,-,-,-,2021
2658,하나제약,C,D,C,B,-,-,-,-,2022
2659,하나제약,C,D,C,B,-,-,-,-,2023
2660,하나투어,B,D,B,B,-,-,-,-,2020
2661,하나투어,B+,B,A,B+,-,-,-,10,2021
2662,하나투어,B+,B+,B+,B+,A,-,-,12,2022
2663,하나투어,B+,B+,B+,B+,A,-,-,12,2023
2664,하이브,-,-,-,-,-,-,-,-,2020
2665,하이브,-,-,-,-,B+,-,BBB,5,2021
2666,하이브,C,D,D,B,B,-,BBB,4,2022
2667,하이브,C,D,D,B,B,-,BBB,4,2023
2668,하이스틸,B,B,C,B,-,-,-,-,2020
2669,하이스틸,B,C,B,B+,-,-,-,-,2021
2670,하이스틸,C,D,C,B,-,-,-,-,2022
2671,하이스틸,C,D,C,B,-,-,-,-,2023
2672,하이트론씨스템즈,B,D,B,B+,-,-,-,-,2020
2673,하이트론씨스템즈,C,D,C,B+,-,-,-,-,2021
2674,하이트론씨스템즈,D,D,D,D,-,-,-,-,2022
2675,하이트론씨스템즈,D,D,D,D,-,-,-,-,2023
2676,하이트진로,B,B,B,B,-,-,-,-,2020
2677,하이트진로,B+,B+,A,B,A,-,-,4,2021
2678,하이트진로,B,B,B+,B,A,-,-,8,2022
2679,하이트진로,B,B,B+,B,A,-,-,8,2023
2680,하이트진로홀딩스,B,C,B,B,-,-,-,-,2020
2681,하이트진로홀딩스,B+,B+,A,B,-,-,-,-,2021
2682,하이트진로홀딩스,B,B,B+,B,-,-,-,-,2022
2683,하이트진로홀딩스,B,B,B+,B,-,-,-,-,2023
2684,한국가스공사,A,B+,A+,B+,-,-,BB,-,2020
2685,한국가스공사,B+,B+,A,B+,A,-,BB,77,2021
2686,한국가스공사,B+,B+,A,B+,A+,32,BB,78,2022
2687,한국가스공사,B+,B+,A,B+,A,31,BB,78,2023
2688,한국공항,C,D,B,B,-,-,-,-,2020
2689,한국공항,B,D,B,B+,-,-,-,-,2021
2690,한국공항,C,C,B+,C,-,-,-,-,2022
2691,한국공항,C,C,B+,C,-,-,-,-,2023
2692,한국금융지주,B,D,B+,B+,-,-,CCC,-,2020
2693,한국금융지주,B+,C,A,B+,B,-,B,3,2021
2694,한국금융지주,B,D,B+,B+,B,14,B,2,2022
2695,한국금융지주,B,D,B+,B+,B+,14,B,2,2023
2696,한국내화,C,C,B,D,-,-,-,-,2020
2697,한국내화,B,B,B,B,-,-,-,-,2021
2698,한국내화,C,C,B+,D,-,-,-,-,2022
2699,한국내화,C,C,B+,D,-,-,-,-,2023
2700,한국단자공업,C,C,B,B,-,-,-,-,2020
2701,한국단자공업,C,C,C,B+,-,-,-,5,2021
2702,한국단자공업,D,D,C,C,-,-,-,3,2022
2703,한국단자공업,D,D,C,C,-,-,-,3,2023
2704,한국무브넥스,C,B,B+,C,-,-,-,-,2020
2705,한국무브넥스,B,B,B+,B,-,-,-,-,2021
2706,한국무브넥스,D,D,C,C,-,-,-,-,2022
2707,한국무브넥스,D,D,C,C,-,-,-,-,2023
2708,한국석유공업,C,C,C,B,-,-,-,-,2020
2709,한국석유공업,B+,B,B+,B+,-,-,-,-,2021
2710,한국석유공업,B,D,B,B+,-,-,-,-,2022
2711,한국석유공업,B,D,B,B+,-,-,-,-,2023
2712,한국수출포장공업,B,B,C,B,-,-,-,-,2020
2713,한국수출포장공업,B,B,C,B+,-,-,-,-,2021
2714,한국수출포장공업,D,C,D,D,-,-,-,-,2022
2715,한국수출포장공업,D,C,D,D,-,-,-,-,2023
2716,한국쉘석유,B,C,B+,B,-,-,-,-,2020
2717,한국쉘석유,B,C,B+,B+,-,-,-,6,2021
2718,한국쉘석유,C,C,C,B,-,-,-,9,2022
2719,한국쉘석유,C,C,C,B,-,-,-,9,2023
2720,한국앤컴퍼니,B,B+,B+,B,-,-,-,-,2020
2721,한국앤컴퍼니,A,B+,A+,B+,A,-,-,35,2021
2722,한국앤컴퍼니,B,C,B,B+,B+,-,-,28,2022
2723,한국앤컴퍼니,B,C,B,B+,A,-,-,28,2023
2724,한국자산신탁,C,D,B,C,-,-,-,-,2020
2725,한국자산신탁,C,C,B+,C,-,-,-,-,2021
2726,한국자산신탁,C,C,D,B,-,-,-,-,2022
2727,한국자산신탁,C,C,D,B,-,-,-,-,2023
2728,한국전력공사,A,B+,A,A,-,-,BB,-,2020
2729,한국전력공사,B+,B+,B+,B+,A,-,BB,75,2021
2730,한국전력공사,B,B,B,B+,B+,38,BB,73,2022
2731,한국전력공사,B,B,B,B+,A,38,BB,73,2023
2732,한국전자홀딩스,C,C,B,C,-,-,-,-,2020
2733,한국전자홀딩스,B,B,B+,B,-,-,-,-,2021
2734,한국전자홀딩스,D,C,D,D,-,-,-,-,2022
2735,한국전자홀딩스,D,C,D,D,-,-,-,-,2023
2736,한국제지,B,B+,B,B,-,-,-,-,2020
2737,한국제지,B,B,B,B,-,-,-,-,2021
2738,한국제지,D,D,C,D,-,-,-,-,2022
2739,한국제지,D,D,C,D,-,-,-,-,2023
2740,한국종합기술,B,B,C,B,-,-,-,-,2020
2741,한국종합기술,B,B,C,B+,-,-,-,-,2021
2742,한국종합기술,C,D,C,B,-,-,-,-,2022
2743,한국종합기술,C,D,C,B,-,-,-,-,2023
2744,한국주강,C,D,C,C,-,-,-,-,2020
2745,한국주강,D,D,D,C,-,-,-,-,2021
2746,한국주강,D,D,D,D,-,-,-,-,2022
2747,한국주강,D,D,D,D,-,-,-,-,2023
2748,한국주철관공업,C,C,C,B,-,-,-,-,2020
2749,한국주철관공업,C,C,C,B,-,-,-,-,2021
2750,한국주철관공업,D,C,C,D,-,-,-,-,2022
2751,한국주철관공업,D,C,C,D,-,-,-,-,2023
2752,한국철강,C,B+,B,C,-,-,-,-,2020
2753,한국철강,B,B,B,B+,-,-,-,5,2021
2754,한국철강,C,C,D,B,-,-,-,7,2022
2755,한국철강,C,C,D,B,-,-,-,7,2023
2756,한국카본,B+,B,B,B+,-,-,-,-,2020
2757,한국카본,B,B,B+,B,-,-,-,1,2021
2758,한국카본,C,B+,A,D,-,-,-,3,2022
2759,한국카본,C,B+,A,D,-,-,-,3,2023
2760,한국콜마,B+,B,B+,B+,-,-,-,-,2020
2761,한국콜마,B+,B+,A,B+,B+,-,-,3,2021
2762,한국콜마,B+,B+,B+,B+,B+,-,-,15,2022
2763,한국콜마,B+,B+,B+,B+,B+,-,-,15,2023
2764,한국콜마홀딩스,B,B,B,B,-,-,-,-,2020
2765,한국콜마홀딩스,B+,B,B+,A,-,-,-,6,2021
2766,한국콜마홀딩스,B+,B+,B+,B+,-,-,-,7,2022
2767,한국콜마홀딩스,B+,B+,B+,B+,-,-,-,7,2023
2768,한국타이어앤테크놀로지,B+,A,A,B,-,-,BBB,-,2020
2769,한국타이어앤테크놀로지,B+,B+,A,B,A,-,BBB,78,2021
2770,한국타이어앤테크놀로지,B,B,A,C,A,41,BB,80,2022
2771,한국타이어앤테크놀로지,B,B,A,C,A,39,BB,80,2023
2772,한국토지신탁,C,D,B,C,-,-,-,-,2020
2773,한국토지신탁,C,D,C,C,-,-,-,2,2021
2774,한국토지신탁,C,D,C,C,-,-,-,3,2022
2775,한국토지신탁,C,D,C,C,-,-,-,3,2023
2776,한국특강,B,B,B,B,-,-,-,-,2020
2777,한국특강,C,C,B,B,-,-,-,-,2021
2778,한국특강,D,C,C,D,-,-,-,-,2022
2779,한국특강,D,C,C,D,-,-,-,-,2023
2780,한국항공우주,A,A,A+,B+,-,-,BB,-,2020
2781,한국항공우주,A,A,A+,B+,A,-,BB,5,2021
2782,한국항공우주,C,B,A,D,B+,15,BB,7,2022
2783,한국항공우주,C,B,A,D,B+,17,BB,7,2023
2784,한국화장품,B,D,B+,B,-,-,-,-,2020
2785,한국화장품,B,D,B,B,-,-,-,-,2021
2786,한국화장품,C,D,C,C,-,-,-,-,2022
2787,한국화장품,C,D,C,C,-,-,-,-,2023
2788,한국화장품제조,C,D,B,B,-,-,-,-,2020
2789,한국화장품제조,C,C,B,B,-,-,-,-,2021
2790,한국화장품제조,D,D,C,C,-,-,-,-,2022
2791,한국화장품제조,D,D,C,C,-,-,-,-,2023
2792,한농화성,C,C,C,B,-,-,-,-,2020
2793,한농화성,C,C,B,B,-,-,-,-,2021
2794,한농화성,D,D,D,D,-,-,-,-,2022
2795,한농화성,D,D,D,D,-,-,-,-,2023
2796,한독,B+,B+,B+,B,-,-,-,-,2020
2797,한독,A,B+,A,A,-,-,-,12,2021
2798,한독,B+,B,A,B+,-,-,-,15,2022
2799,한독,B+,B,A,B+,-,-,-,15,2023
2800,한미글로벌,B+,B,B+,B+,-,-,-,-,2020
2801,한미글로벌,B+,B,B+,B+,-,-,-,-,2020
2802,한미글로벌,A,A,A,A,-,-,-,-,2021
2803,한미글로벌,B+,B+,A,B+,-,-,-,-,2022
2804,한미글로벌,B+,B+,A,B+,-,-,-,-,2023
2805,한미반도체,C,D,C,B,-,-,-,-,2020
2806,한미반도체,C,D,C,B,-,-,-,-,2020
2807,한미반도체,C,D,D,B,-,-,-,4,2021
2808,한미반도체,C,D,D,B,-,-,-,5,2022
2809,한미반도체,C,D,D,B,-,-,-,5,2023
2810,한미사이언스,B,B,B,B,-,-,-,-,2020
2811,한미사이언스,B,B,B,B,-,-,-,-,2020
2812,한미사이언스,A,B+,A+,A,A,-,-,8,2021
2813,한미사이언스,B+,B,A+,B,B+,22,-,4,2022
2814,한미사이언스,B+,B,A+,B,B+,22,-,4,2023
2815,한미약품,A,B+,A+,B+,-,-,BB,-,2020
2816,한미약품,A,B+,A+,A,A,-,BB,19,2021
2817,한미약품,B+,B,A+,B,A,26,BB,37,2022
2818,한미약품,B+,B,A+,B,A,28,BB,37,2023
2819,한샘,B+,B+,A+,B,-,-,-,-,2020
2820,한샘,A,B+,A+,A,A+,-,-,19,2021
2821,한샘,A,B+,A,A,A+,13,-,22,2022
2822,한샘,A,B+,A,A,A+,30,-,22,2023
2823,한섬,A,B+,A,A,-,-,-,-,2020
2824,한섬,A,A,A+,A,A+,-,-,4,2021
2825,한섬,B+,A,A,B,B+,-,-,12,2022
2826,한섬,B+,A,A,B,B+,-,-,12,2023
2827,한성기업,C,D,B,C,-,-,-,-,2020
2828,한성기업,C,D,B,B,-,-,-,-,2021
2829,한성기업,D,D,D,D,-,-,-,-,2022
2830,한성기업,D,D,D,D,-,-,-,-,2023
2831,한세실업,B,C,B,B+,-,-,-,-,2020
2832,한세실업,B,B,B,B+,B+,-,-,10,2021
2833,한세실업,C,C,B+,C,B,-,-,15,2022
2834,한세실업,C,C,B+,C,B,-,-,15,2023
2835,한세엠케이,C,C,C,B,-,-,-,-,2020
2836,한세엠케이,C,D,C,B+,-,-,-,-,2021
2837,한세엠케이,C,C,B,C,-,-,-,-,2022
2838,한세엠케이,C,C,B,C,-,-,-,-,2023
2839,한세예스24홀딩스,B,C,B,B,-,-,-,-,2020
2840,한세예스24홀딩스,B,D,B,B+,-,-,-,-,2021
2841,한세예스24홀딩스,B+,C,B+,B+,-,-,-,9,2022
2842,한세예스24홀딩스,B+,C,B+,B+,-,-,-,9,2023
2843,한솔로지스틱스,B+,B,B+,B+,-,-,-,-,2021
2844,한솔로지스틱스,B+,C,A,B+,-,-,-,-,2022
2845,한솔로지스틱스,B+,C,A,B+,-,-,-,-,2023
2846,한솔제지,A,A,A,A,-,-,-,-,2021
2847,한솔제지,B+,B+,A,B+,-,-,-,-,2022
2848,한솔제지,B+,B+,A,B+,-,-,-,-,2023
2849,한솔케미칼,A,A,A,A,A,-,-,14,2021
2850,한솔케미칼,B,C,B+,B+,A,-,-,22,2022
2851,한솔케미칼,B,C,B+,B+,A,-,-,22,2023
2852,한솔테크닉스,B+,B+,B+,A,-,-,-,-,2020
2853,한솔테크닉스,A,B+,A,A,-,-,-,6,2021
2854,한솔테크닉스,B+,B,A,B+,-,-,-,6,2022
2855,한솔테크닉스,B+,B,A,B+,-,-,-,6,2023
2856,한솔피엔에스,A,B+,B+,A,-,-,-,-,2020
2857,한솔피엔에스,A,B+,B+,A,-,-,-,-,2021
2858,한솔피엔에스,B,C,B,B+,-,-,-,-,2022
2859,한솔피엔에스,B,C,B,B+,-,-,-,-,2023
2860,한솔홀딩스,A,B+,A,A,-,-,-,-,2020
2861,한솔홀딩스,A,B+,A,A,-,-,-,10,2021
2862,한솔홀딩스,A,B+,A,A,-,-,-,9,2022
2863,한솔홀딩스,A,B+,A,A,-,-,-,9,2023
2864,한솔홈데코,B+,B,B+,A,-,-,-,-,2020
2865,한솔홈데코,A,B+,A,A,-,-,-,-,2021
2866,한솔홈데코,B,C,B,B+,-,-,-,-,2022
2867,한솔홈데코,B,C,B,B+,-,-,-,-,2023
2868,한신공영,C,C,B,B,-,-,-,-,2020
2869,한신공영,C,C,C,B,-,-,-,5,2021
2870,한신공영,D,D,C,D,-,-,-,4,2022
2871,한신공영,D,D,C,D,-,-,-,4,2023
2872,한신기계공업,C,B,C,C,-,-,-,-,2020
2873,한신기계공업,C,D,C,B+,-,-,-,-,2021
2874,한신기계공업,D,D,D,D,-,-,-,-,2022
2875,한신기계공업,D,D,D,D,-,-,-,-,2023
2876,한양증권,C,D,B+,C,-,-,-,-,2020
2877,한양증권,C,D,B+,C,-,-,-,-,2021
2878,한양증권,D,D,D,C,-,-,-,-,2022
2879,한양증권,D,D,D,C,-,-,-,-,2023
2880,한온시스템,B,B,B,B+,-,-,BBB,-,2020
2881,한온시스템,B,B,B,B+,-,-,BBB,-,2020
2882,한온시스템,B+,B+,B+,B+,A,-,BB,42,2021
2883,한온시스템,B,B+,A,C,B+,31,BBB,58,2022
2884,한온시스템,B,B+,A,C,B+,31,BBB,58,2023
2885,한온시스템,B,B+,A,C,B+,31,BBB,58,2023
2886,한올바이오파마,B,D,B+,B,-,-,-,-,2020
2887,한올바이오파마,B,D,B+,B,-,-,-,-,2020
2888,한올바이오파마,B,D,B,B+,B,-,-,7,2021
2889,한올바이오파마,C,D,C,C,B,-,-,9,2022
2890,한올바이오파마,C,D,C,C,B,-,-,9,2023
2891,한익스프레스,C,B,C,D,-,-,-,-,2020
2892,한익스프레스,C,B,C,D,-,-,-,-,2020
2893,한익스프레스,C,B,B,C,-,-,-,-,2021
2894,한익스프레스,D,D,C,D,-,-,-,-,2022
2895,한익스프레스,D,D,C,D,-,-,-,-,2023
2896,한일시멘트,B,C,B+,B,-,-,-,-,2020
2897,한일시멘트,B+,B+,B+,B,-,-,-,-,2021
2898,한일시멘트,C,B+,A,D,A,-,-,-,2022
2899,한일시멘트,C,B+,A,D,A,-,-,-,2023
2900,한일철강,D,D,D,C,-,-,-,-,2020
2901,한일철강,C,D,C,B,-,-,-,-,2021
2902,한일철강,D,D,D,D,-,-,-,-,2022
2903,한일철강,D,D,D,D,-,-,-,-,2023
2904,한일현대시멘트,B+,B,B+,B+,-,-,-,-,2020
2905,한일현대시멘트,B+,B+,B+,B+,-,-,-,-,2021
2906,한일현대시멘트,B+,B+,B+,B,-,-,-,-,2022
2907,한일현대시멘트,B+,B+,B+,B,-,-,-,-,2023
2908,한일홀딩스,B,D,B+,B+,-,-,-,-,2020
2909,한일홀딩스,B,B+,B+,B,-,-,-,-,2021
2910,한일홀딩스,C,B+,A,D,-,-,-,4,2022
2911,한일홀딩스,C,B+,A,D,-,-,-,4,2023
2912,한전KPS,B+,B+,A,B+,-,-,-,-,2020
2913,한전KPS,B,B,B,B+,A,-,-,44,2021
2914,한전KPS,A,B+,A,A,B+,28,-,50,2022
2915,한전KPS,A,B+,A,A,A,28,-,50,2023
2916,한전기술,B+,B+,A,B+,-,-,-,-,2020
2917,한전기술,B+,B,B+,B+,A,-,-,6,2021
2918,한전기술,B+,B,B+,B+,A,-,-,29,2022
2919,한전기술,B+,B,B+,B+,B+,-,-,29,2023
2920,한전산업,B+,B,B+,B+,-,-,-,-,2020
2921,한전산업,B+,B,B+,B+,-,-,-,-,2021
2922,한전산업,C,C,B,C,-,-,-,-,2022
2923,한전산업,C,C,B,C,-,-,-,-,2023
2924,한진,B,B,C,B+,-,-,-,-,2020
2925,한진,A,A,B+,A,-,-,-,5,2021
2926,한진,B+,B+,A,B+,-,-,-,24,2022
2927,한진중공업홀딩스,B,D,C,B+,-,-,-,-,2021
2928,한진중공업홀딩스,C,D,D,B+,-,-,-,-,2022
2929,한진중공업홀딩스,C,D,D,B+,-,-,-,-,2023
2930,한진칼,A,A,A,A,A,-,-,2,2021
2931,한진칼,A,A,A,A,B+,-,-,2,2022
2932,한진칼,A,A,A,A,B+,-,-,2,2023
2933,한창,C,D,B,C,-,-,-,-,2020
2934,한창,B,D,B,B,-,-,-,-,2021
2935,한창,D,D,D,D,-,-,-,-,2022
2936,한창,D,D,D,D,-,-,-,-,2023
2937,한창제지,B,B,C,B,-,-,-,-,2020
2938,한창제지,C,C,C,B,-,-,-,-,2021
2939,한창제지,C,C,C,B,-,-,-,-,2022
2940,한창제지,C,C,C,B,-,-,-,-,2023
2941,한화,A,B+,A,A,-,-,BBB,-,2020
2942,한화,A,A,A+,A,A,-,BBB,10,2021
2943,한화,A,A,A+,A,A,18,BBB,42,2022
2944,한화,A,A,A+,A,A,18,BBB,42,2023
2945,한화생명,A,A,A+,B+,-,-,B,-,2020
2946,한화생명,A,A+,A+,B+,A,-,B,29,2021
2947,한화생명,A,A,A+,B+,A,25,B,27,2022
2948,한화생명,A,A,A+,B+,B+,25,B,27,2023
2949,한화손해보험,B+,B,A,B,-,-,-,-,2020
2950,한화손해보험,A,A,A+,B+,-,-,-,4,2021
2951,한화손해보험,A,A,A,A,-,-,-,26,2022
2952,한화손해보험,A,A,A,A,-,-,-,26,2023
2953,한화솔루션,B+,A,A,B,-,-,BBB,-,2020
2954,한화솔루션,A,A,A+,B+,A,-,BB,14,2021
2955,한화솔루션,B,A,A,C,A+,23,BBB,39,2022
2956,한화솔루션,B,A,A,C,A+,44,A,39,2023
2957,한화시스템,-,-,-,-,-,-,-,-,2020
2958,한화시스템,A,B+,A,A,S,-,-,24,2021
2959,한화시스템,A,B+,A+,A,A+,-,-,36,2022
2960,한화시스템,A,B+,A+,A,A+,-,-,36,2023
2961,한화에어로스페이스,A,A,A,A,A+,-,-,13,2021
2962,한화에어로스페이스,A,A,A,A,A+,-,-,13,2021
2963,한화에어로스페이스,B+,B+,A,B,A,25,-,12,2022
2964,한화에어로스페이스,B+,B+,A,B,A,25,A,12,2023
2965,한화오션,B+,B+,B,A,-,-,CCC,-,2020
2966,한화오션,A,B,A+,A,B+,-,CCC,20,2021
2967,한화오션,B+,B,B+,B+,B+,-,CCC,23,2022
2968,한화오션,B+,B,B+,B+,B+,-,CCC,23,2023
2969,한화투자증권,B+,B,A,B+,-,-,-,-,2020
2970,한화투자증권,B+,B+,A,B+,-,-,-,12,2021
2971,한화투자증권,B+,B+,A,B+,-,-,-,25,2022
2972,한화투자증권,B+,B+,A,B+,-,-,-,25,2023
2973,해성디에스,A,A,A,A,-,-,-,-,2020
2974,해성디에스,A,A,A+,A,-,-,-,-,2021
2975,해성디에스,B+,B+,A,B+,-,-,-,-,2022
2976,해성디에스,B+,B+,A,B+,-,-,-,-,2023
2977,해태제과식품,B,D,B+,B,-,-,-,-,2020
2978,해태제과식품,B,D,B+,B+,-,-,-,-,2021
2979,해태제과식품,C,D,B,C,-,-,-,-,2022
2980,해태제과식품,C,D,B,C,-,-,-,-,2023
2981,핸즈코퍼레이션,B,B,B,B+,-,-,-,-,2020
2982,핸즈코퍼레이션,B,B,B,B+,-,-,-,-,2021
2983,핸즈코퍼레이션,C,C,B,D,-,-,-,-,2022
2984,핸즈코퍼레이션,C,C,B,D,-,-,-,-,2023
2985,현대건설,A,A+,A,A,-,-,B,-,2020
2986,현대건설,A,A,A,A,A,-,BB,75,2021
2987,현대건설,A,A,A,B+,B+,36,BBB,75,2022
2988,현대건설,A,A,A,B+,A,36,BBB,75,2023
2989,현대글로비스,A,A,A+,A,-,-,BB,-,2020
2990,현대글로비스,A,A,A+,A,A+,-,BB,75,2021
2991,현대글로비스,A,A,A+,A,A+,34,BB,70,2022
2992,현대글로비스,A,A,A+,A,A+,34,BB,70,2023
2993,현대로템,B+,B,A,B+,-,-,-,-,2020
2994,현대로템,A,A,A+,A,A+,-,-,24,2021
2995,현대로템,A,A,A+,A,A,-,-,28,2022
2996,현대로템,A,A,A+,A,A,-,-,28,2023
2997,현대리바트,A,B,A,A,-,-,-,-,2020
2998,현대리바트,A,A,A+,A,-,-,-,7,2021
2999,현대리바트,A,A,A,A,-,-,-,4,2022
3000,현대리바트,A,A,A,A,-,-,-,4,2023
3001,현대모비스,A,B+,A+,A,-,-,B,-,2020
3002,현대모비스,A,A,A+,A,A+,-,CCC,76,2021
3003,현대모비스,A,A,A+,B+,A+,38,B,80,2022
3004,현대모비스,A,A,A+,B+,A+,46,B,80,2023
3005,현대미포조선,A,A,A+,A,-,-,-,-,2020
